postcode,locality,state,parcelzone,bspname
4101,SOUTH BRISBANE,QLD,Q1,BRISBANE CENTRAL
4101,SOUTH BRISBANE BC,QLD,Q1,BRISBANE CENTRAL
4101,WEST END,QLD,Q1,BRISBANE CENTRAL
4102,BURANDA,QLD,Q1,BRISBANE CENTRAL
4102,DUTTON PARK,QLD,Q1,BRISBANE CENTRAL
4102,WOOLLOONGABBA,QLD,Q1,BRISBANE CENTRAL
4103,ANNERLEY,QLD,Q1,HEATHWOOD DF
4103,FAIRFIELD,QLD,Q1,HEATHWOOD DF
4103,FAIRFIELD GARDENS,QLD,Q1,HEATHWOOD DF
4104,YERONGA,QLD,Q1,HEATHWOOD DF
4105,MOOROOKA,QLD,Q1,HEATHWOOD DF
4105,TENNYSON,QLD,Q1,HEATHWOOD DF
4105,YEERONGPILLY,QLD,Q1,HEATHWOOD DF
4106,BRISBANE MARKET,QLD,Q1,HEATHWOOD DF
4106,ROCKLEA,QLD,Q1,HEATHWOOD DF
4106,ROCKLEA DC,QLD,Q1,HEATHWOOD DF
4107,SALISBURY,QLD,Q1,HEATHWOOD DF
4107,SALISBURY EAST,QLD,Q1,HEATHWOOD DF
4108,ARCHERFIELD,QLD,Q1,HEATHWOOD DF
4108,ARCHERFIELD BC,QLD,Q1,HEATHWOOD DF
4108,COOPERS PLAINS,QLD,Q1,HEATHWOOD DF
4109,MACGREGOR,QLD,Q1,WEST SUBS
4109,ROBERTSON,QLD,Q1,WEST SUBS
4109,SUNNYBANK,QLD,Q1,WEST SUBS
4109,SUNNYBANK HILLS,QLD,Q1,WEST SUBS
4109,SUNNYBANK SOUTH,QLD,Q1,WEST SUBS
4110,ACACIA RIDGE,QLD,Q1,WEST SUBS
4110,HEATHWOOD,QLD,Q1,WEST SUBS
4110,HEATHWOOD DF,QLD,Q1,WEST SUBS
4110,LARAPINTA,QLD,Q1,WEST SUBS
4110,PALLARA,QLD,Q1,WEST SUBS
4110,WILLAWONG,QLD,Q1,WEST SUBS
4111,NATHAN,QLD,Q1,HEATHWOOD DF
4112,KURABY,QLD,Q1,WEST SUBS
4113,EIGHT MILE PLAINS,QLD,Q1,WEST SUBS
4113,RUNCORN,QLD,Q1,WEST SUBS
4114,KINGSTON,QLD,Q1,SOUTH SUBS
4114,LOGAN CENTRAL,QLD,Q1,SOUTH SUBS
4114,LOGAN CITY DC,QLD,Q1,SOUTH SUBS
4114,WOODRIDGE,QLD,Q1,SOUTH SUBS
4115,ALGESTER,QLD,Q1,WEST SUBS
4115,PARKINSON,QLD,Q1,WEST SUBS
4116,CALAMVALE,QLD,Q1,WEST SUBS
4116,DREWVALE,QLD,Q1,WEST SUBS
4116,STRETTON,QLD,Q1,WEST SUBS
4117,BERRINBA,QLD,Q1,HEATHWOOD DF
4117,KARAWATHA,QLD,Q1,HEATHWOOD DF
4118,BROWNS PLAINS,QLD,Q1,HEATHWOOD DF
4118,FORESTDALE,QLD,Q1,HEATHWOOD DF
4118,HERITAGE PARK,QLD,Q1,HEATHWOOD DF
4118,HILLCREST,QLD,Q1,HEATHWOOD DF
4118,REGENTS PARK,QLD,Q1,HEATHWOOD DF
4119,UNDERWOOD,QLD,Q1,SOUTH SUBS
4120,GREENSLOPES,QLD,Q1,BRISBANE CENTRAL
4120,STONES CORNER,QLD,Q1,BRISBANE CENTRAL
4121,HOLLAND PARK,QLD,Q1,SOUTH SUBS
4121,HOLLAND PARK EAST,QLD,Q1,SOUTH SUBS
4121,HOLLAND PARK WEST,QLD,Q1,SOUTH SUBS
4121,TARRAGINDI,QLD,Q1,SOUTH SUBS
4121,WELLERS HILL,QLD,Q1,SOUTH SUBS
4122,MANSFIELD,QLD,Q1,SOUTH SUBS
4122,MANSFIELD BC,QLD,Q1,SOUTH SUBS
4122,MANSFIELD DC,QLD,Q1,SOUTH SUBS
4122,MOUNT GRAVATT,QLD,Q1,SOUTH SUBS
4122,MOUNT GRAVATT EAST,QLD,Q1,SOUTH SUBS
4122,UPPER MOUNT GRAVATT,QLD,Q1,SOUTH SUBS
4122,WISHART,QLD,Q1,SOUTH SUBS
4123,ROCHEDALE,QLD,Q1,SOUTH SUBS
4123,ROCHEDALE SOUTH,QLD,Q1,SOUTH SUBS
4124,BORONIA HEIGHTS,QLD,Q1,HEATHWOOD DF
4124,GREENBANK,QLD,Q1,HEATHWOOD DF
4124,LYONS,QLD,Q1,HEATHWOOD DF
4124,NEW BEITH,QLD,Q1,HEATHWOOD DF
4125,MUNRUBEN,QLD,Q1,HEATHWOOD DF
4125,PARK RIDGE,QLD,Q1,HEATHWOOD DF
4125,PARK RIDGE SOUTH,QLD,Q1,HEATHWOOD DF
4127,DAISY HILL,QLD,Q1,SOUTH SUBS
4127,PRIESTDALE,QLD,Q1,SOUTH SUBS
4127,SLACKS CREEK,QLD,Q1,SOUTH SUBS
4127,SPRINGWOOD,QLD,Q1,SOUTH SUBS
4128,SHAILER PARK,QLD,Q1,SOUTH SUBS
4128,TANAH MERAH,QLD,Q1,SOUTH SUBS
4129,LOGANHOLME,QLD,Q1,SOUTH SUBS
4129,LOGANHOLME DC,QLD,Q1,SOUTH SUBS
4130,CARBROOK,QLD,Q1,SOUTH SUBS
4130,CORNUBIA,QLD,Q1,SOUTH SUBS
4131,LOGANLEA,QLD,Q1,SOUTH SUBS
4131,MEADOWBROOK,QLD,Q1,SOUTH SUBS
4132,CRESTMEAD,QLD,Q1,HEATHWOOD DF
4132,MARSDEN,QLD,Q1,HEATHWOOD DF
4133,CHAMBERS FLAT,QLD,Q1,HEATHWOOD DF
4133,LOGAN RESERVE,QLD,Q1,HEATHWOOD DF
4133,WATERFORD,QLD,Q1,HEATHWOOD DF
4133,WATERFORD WEST,QLD,Q1,HEATHWOOD DF
4151,COORPAROO,QLD,Q1,BRISBANE CENTRAL
4151,COORPAROO DC,QLD,Q1,BRISBANE CENTRAL
4152,CAMP HILL,QLD,Q1,SOUTH SUBS
4152,CARINA,QLD,Q1,SOUTH SUBS
4152,CARINA HEIGHTS,QLD,Q1,SOUTH SUBS
4152,CARINDALE,QLD,Q1,SOUTH SUBS
4153,BELMONT,QLD,Q1,BRISBANE CENTRAL
4154,GUMDALE,QLD,Q1,SOUTH SUBS
4154,RANSOME,QLD,Q1,SOUTH SUBS
4154,WAKERLEY,QLD,Q1,SOUTH SUBS
4155,CHANDLER,QLD,Q1,SOUTH SUBS
4156,BURBANK,QLD,Q1,SOUTH SUBS
4156,MACKENZIE,QLD,Q1,SOUTH SUBS
4157,CAPALABA,QLD,Q1,SOUTH SUBS
4157,CAPALABA DC,QLD,Q1,SOUTH SUBS
4157,SHELDON,QLD,Q1,SOUTH SUBS
4158,THORNESIDE,QLD,Q1,SOUTH SUBS
4159,BIRKDALE,QLD,Q1,SOUTH SUBS
4160,ORMISTON,QLD,Q1,SOUTH SUBS
4160,WELLINGTON POINT,QLD,Q1,SOUTH SUBS
4161,ALEXANDRA HILLS,QLD,Q1,SOUTH SUBS
4163,CLEVELAND,QLD,Q1,SOUTH SUBS
4163,CLEVELAND DC,QLD,Q1,SOUTH SUBS
4164,THORNLANDS,QLD,Q1,SOUTH SUBS
4165,MOUNT COTTON,QLD,Q1,SOUTH SUBS
4165,REDLAND BAY,QLD,Q1,SOUTH SUBS
4165,VICTORIA POINT,QLD,Q1,SOUTH SUBS
4165,VICTORIA POINT WEST,QLD,Q1,SOUTH SUBS
4169,EAST BRISBANE,QLD,Q1,BRISBANE CENTRAL
4169,KANGAROO POINT,QLD,Q1,BRISBANE CENTRAL
4170,CANNON HILL,QLD,Q1,BRISBANE CENTRAL
4170,MORNINGSIDE,QLD,Q1,BRISBANE CENTRAL
4170,NORMAN PARK,QLD,Q1,BRISBANE CENTRAL
4170,SEVEN HILLS,QLD,Q1,BRISBANE CENTRAL
4171,BALMORAL,QLD,Q1,BRISBANE CENTRAL
4171,BULIMBA,QLD,Q1,BRISBANE CENTRAL
4171,HAWTHORNE,QLD,Q1,BRISBANE CENTRAL
4172,MURARRIE,QLD,Q1,BRISBANE CENTRAL
4173,TINGALPA,QLD,Q1,BRISBANE CENTRAL
4173,TINGALPA DC,QLD,Q1,BRISBANE CENTRAL
4174,HEMMANT,QLD,Q1,BRISBANE CENTRAL
4178,LYTTON,QLD,Q1,BRISBANE CENTRAL
4178,PORT OF BRISBANE,QLD,Q1,BRISBANE CENTRAL
4178,WYNNUM,QLD,Q1,BRISBANE CENTRAL
4178,WYNNUM NORTH,QLD,Q1,BRISBANE CENTRAL
4178,WYNNUM PLAZA,QLD,Q1,BRISBANE CENTRAL
4178,WYNNUM WEST,QLD,Q1,BRISBANE CENTRAL
4179,LOTA,QLD,Q1,BRISBANE CENTRAL
4179,MANLY,QLD,Q1,BRISBANE CENTRAL
4179,MANLY WEST,QLD,Q1,BRISBANE CENTRAL
4183,AMITY,QLD,Q1,SOUTH SUBS
4183,AMITY POINT,QLD,Q1,SOUTH SUBS
4183,DUNWICH,QLD,Q1,SOUTH SUBS
4183,NORTH STRADBROKE ISLAND,QLD,Q1,SOUTH SUBS
4183,POINT LOOKOUT,QLD,Q1,SOUTH SUBS
4184,COOCHIEMUDLO ISLAND,QLD,Q1,SOUTH SUBS
4184,KARRAGARRA ISLAND,QLD,Q1,SOUTH SUBS
4184,LAMB ISLAND,QLD,Q1,SOUTH SUBS
4184,MACLEAY ISLAND,QLD,Q1,SOUTH SUBS
4184,PEEL ISLAND,QLD,Q1,SOUTH SUBS
4184,RUSSELL ISLAND,QLD,Q1,SOUTH SUBS
4205,BETHANIA,QLD,Q1,SOUTH SUBS
4207,ALBERTON,QLD,Q1,SOUTH SUBS
4207,BAHRS SCRUB,QLD,Q1,SOUTH SUBS
4207,BANNOCKBURN,QLD,Q1,SOUTH SUBS
4207,BEENLEIGH,QLD,Q1,SOUTH SUBS
4207,BELIVAH,QLD,Q1,SOUTH SUBS
4207,BUCCAN,QLD,Q1,SOUTH SUBS
4207,CEDAR CREEK,QLD,Q1,SOUTH SUBS
4207,EAGLEBY,QLD,Q1,SOUTH SUBS
4207,EDENS LANDING,QLD,Q1,SOUTH SUBS
4207,HOLMVIEW,QLD,Q1,SOUTH SUBS
4207,LOGAN VILLAGE,QLD,Q1,SOUTH SUBS
4207,LUSCOMBE,QLD,Q1,SOUTH SUBS
4207,MOUNT WARREN PARK,QLD,Q1,SOUTH SUBS
4207,STAPYLTON,QLD,Q1,SOUTH SUBS
4207,STEIGLITZ,QLD,Q1,SOUTH SUBS
4207,WINDAROO,QLD,Q1,SOUTH SUBS
4207,WOLFFDENE,QLD,Q1,SOUTH SUBS
4207,WOONGOOLBA,QLD,Q1,SOUTH SUBS
4207,YARRABILBA,QLD,Q1,SOUTH SUBS
4207,YATALA,QLD,Q1,SOUTH SUBS
4207,YATALA DC,QLD,Q1,SOUTH SUBS
4208,GILBERTON,QLD,Q1,SOUTH SUBS
4208,JACOBS WELL,QLD,Q1,SOUTH SUBS
4208,KINGSHOLME,QLD,Q1,SOUTH SUBS
4208,NORWELL,QLD,Q1,SOUTH SUBS
4208,ORMEAU,QLD,Q1,SOUTH SUBS
4208,ORMEAU HILLS,QLD,Q1,SOUTH SUBS
4209,COOMERA,QLD,Q1,SOUTH SUBS
4209,PIMPAMA,QLD,Q1,SOUTH SUBS
4209,UPPER COOMERA,QLD,Q1,SOUTH SUBS
4209,WILLOW VALE,QLD,Q1,SOUTH SUBS
4210,GUANABA,QLD,Q1,GOLD COAST
4210,MAUDSLAND,QLD,Q1,GOLD COAST
4210,OXENFORD,QLD,Q1,GOLD COAST
4210,STUDIO VILLAGE,QLD,Q1,GOLD COAST
4210,WONGAWALLAN,QLD,Q1,GOLD COAST
4211,ADVANCETOWN,QLD,Q1,GOLD COAST
4211,BEECHMONT,QLD,Q1,GOLD COAST
4211,BINNA BURRA,QLD,Q1,GOLD COAST
4211,CARRARA,QLD,Q1,GOLD COAST
4211,CLAGIRABA,QLD,Q1,GOLD COAST
4211,GAVEN,QLD,Q1,GOLD COAST
4211,GILSTON,QLD,Q1,GOLD COAST
4211,HIGHLAND PARK,QLD,Q1,GOLD COAST
4211,LOWER BEECHMONT,QLD,Q1,GOLD COAST
4211,MOUNT NATHAN,QLD,Q1,GOLD COAST
4211,NATURAL BRIDGE,QLD,Q1,GOLD COAST
4211,NERANG,QLD,Q1,GOLD COAST
4211,NERANG DC,QLD,Q1,GOLD COAST
4211,NUMINBAH VALLEY,QLD,Q1,GOLD COAST
4211,PACIFIC PINES,QLD,Q1,GOLD COAST
4212,HELENSVALE,QLD,Q1,GOLD COAST
4212,HELENSVALE TOWN CENTRE,QLD,Q1,GOLD COAST
4212,HOPE ISLAND,QLD,Q1,GOLD COAST
4212,SANCTUARY COVE,QLD,Q1,GOLD COAST
4213,AUSTINVILLE,QLD,Q1,GOLD COAST
4213,BONOGIN,QLD,Q1,GOLD COAST
4213,MUDGEERABA,QLD,Q1,GOLD COAST
4213,NERANWOOD,QLD,Q1,GOLD COAST
4213,SPRINGBROOK,QLD,Q1,GOLD COAST
4213,TALLAI,QLD,Q1,GOLD COAST
4213,WORONGARY,QLD,Q1,GOLD COAST
4214,ARUNDEL,QLD,Q1,GOLD COAST
4214,ARUNDEL BC,QLD,Q1,GOLD COAST
4214,ARUNDEL DC,QLD,Q1,GOLD COAST
4214,ASHMORE,QLD,Q1,GOLD COAST
4214,ASHMORE CITY,QLD,Q1,GOLD COAST
4214,MOLENDINAR,QLD,Q1,GOLD COAST
4214,PARKWOOD,QLD,Q1,GOLD COAST
4215,AUSTRALIA FAIR,QLD,Q1,GOLD COAST
4215,CHIRN PARK,QLD,Q1,GOLD COAST
4215,LABRADOR,QLD,Q1,GOLD COAST
4215,SOUTHPORT,QLD,Q1,GOLD COAST
4215,SOUTHPORT BC,QLD,Q1,GOLD COAST
4215,SOUTHPORT PARK,QLD,Q1,GOLD COAST
4216,BIGGERA WATERS,QLD,Q1,GOLD COAST
4216,COOMBABAH,QLD,Q1,GOLD COAST
4216,HOLLYWELL,QLD,Q1,GOLD COAST
4216,PARADISE POINT,QLD,Q1,GOLD COAST
4216,RUNAWAY BAY,QLD,Q1,GOLD COAST
4216,SOUTH STRADBROKE,QLD,Q1,GOLD COAST
4217,BENOWA,QLD,Q1,GOLD COAST
4217,BUNDALL,QLD,Q1,GOLD COAST
4217,CHEVRON ISLAND,QLD,Q1,GOLD COAST
4217,ISLE OF CAPRI,QLD,Q1,GOLD COAST
4217,MAIN BEACH,QLD,Q1,GOLD COAST
4217,SURFERS PARADISE,QLD,Q1,GOLD COAST
4218,BROADBEACH,QLD,Q1,GOLD COAST
4218,BROADBEACH WATERS,QLD,Q1,GOLD COAST
4218,MERMAID BEACH,QLD,Q1,GOLD COAST
4218,MERMAID WATERS,QLD,Q1,GOLD COAST
4218,NOBBY BEACH,QLD,Q1,GOLD COAST
4218,PACIFIC FAIR,QLD,Q1,GOLD COAST
4218,Q SUPERCENTRE,QLD,Q1,GOLD COAST
4219,WEST BURLEIGH,QLD,Q1,GOLD COAST
4220,BURLEIGH DC,QLD,Q1,GOLD COAST
4220,BURLEIGH HEADS,QLD,Q1,GOLD COAST
4220,BURLEIGH TOWN,QLD,Q1,GOLD COAST
4220,BURLEIGH WATERS,QLD,Q1,GOLD COAST
4220,MIAMI,QLD,Q1,GOLD COAST
4221,ELANORA,QLD,Q1,GOLD COAST
4221,PALM BEACH,QLD,Q1,GOLD COAST
4222,GRIFFITH UNIVERSITY,QLD,Q1,GOLD COAST
4223,CURRUMBIN,QLD,Q1,GOLD COAST
4223,CURRUMBIN VALLEY,QLD,Q1,GOLD COAST
4223,CURRUMBIN WATERS,QLD,Q1,GOLD COAST
4224,TUGUN,QLD,Q1,GOLD COAST
4225,BILINGA,QLD,Q1,GOLD COAST
4225,COOLANGATTA,QLD,Q1,GOLD COAST
4226,CLEAR ISLAND WATERS,QLD,Q1,GOLD COAST
4226,MERRIMAC,QLD,Q1,GOLD COAST
4226,ROBINA,QLD,Q1,GOLD COAST
4226,ROBINA DC,QLD,Q1,GOLD COAST
4227,REEDY CREEK,QLD,Q1,GOLD COAST
4227,VARSITY LAKES,QLD,Q1,GOLD COAST
4228,TALLEBUDGERA,QLD,Q1,GOLD COAST
4228,TALLEBUDGERA VALLEY,QLD,Q1,GOLD COAST
4229,BOND UNIVERSITY,QLD,Q1,GOLD COAST
4230,ROBINA TOWN CENTRE,QLD,Q1,GOLD COAST
4270,TAMBORINE,QLD,Q1,GOLD COAST
4271,EAGLE HEIGHTS,QLD,Q1,GOLD COAST
4272,NORTH TAMBORINE,QLD,Q1,GOLD COAST
4272,TAMBORINE MOUNTAIN,QLD,Q1,GOLD COAST
4275,BENOBBLE,QLD,Q1,GOLD COAST
4275,BIDDADDABA,QLD,Q1,GOLD COAST
4275,BOYLAND,QLD,Q1,GOLD COAST
4275,CANUNGRA,QLD,Q1,GOLD COAST
4275,FERNY GLEN,QLD,Q1,GOLD COAST
4275,FLYING FOX,QLD,Q1,GOLD COAST
4275,ILLINBAH,QLD,Q1,GOLD COAST
4275,LAMINGTON NATIONAL PARK,QLD,Q1,GOLD COAST
4275,SARABAH,QLD,Q1,GOLD COAST
4275,WITHEREN,QLD,Q1,GOLD COAST
4275,WONGLEPONG,QLD,Q1,GOLD COAST
4280,JIMBOOMBA,QLD,Q1,HEATHWOOD DF
4280,NORTH MACLEAN,QLD,Q1,HEATHWOOD DF
4280,SOUTH MACLEAN,QLD,Q1,HEATHWOOD DF
4280,STOCKLEIGH,QLD,Q1,HEATHWOOD DF
4285,ALLENVIEW,QLD,Q1,HEATHWOOD DF
4285,BEAUDESERT,QLD,Q1,HEATHWOOD DF
4285,BIRNAM,QLD,Q1,HEATHWOOD DF
4285,BROMELTON,QLD,Q1,HEATHWOOD DF
4285,CAINBABLE,QLD,Q1,HEATHWOOD DF
4285,CEDAR GROVE,QLD,Q1,HEATHWOOD DF
4285,CEDAR VALE,QLD,Q1,HEATHWOOD DF
4285,CHINGHEE CREEK,QLD,Q1,HEATHWOOD DF
4285,CHRISTMAS CREEK,QLD,Q1,HEATHWOOD DF
4285,CRYNA,QLD,Q1,HEATHWOOD DF
4285,DARLINGTON,QLD,Q1,HEATHWOOD DF
4285,GLENEAGLE,QLD,Q1,HEATHWOOD DF
4285,HILLVIEW,QLD,Q1,HEATHWOOD DF
4285,INNISPLAIN,QLD,Q1,HEATHWOOD DF
4285,JOSEPHVILLE,QLD,Q1,HEATHWOOD DF
4285,KAGARU,QLD,Q1,HEATHWOOD DF
4285,KERRY,QLD,Q1,HEATHWOOD DF
4285,KNAPP CREEK,QLD,Q1,HEATHWOOD DF
4285,KOORALBYN,QLD,Q1,HEATHWOOD DF
4285,LAMINGTON,QLD,Q1,HEATHWOOD DF
4285,LARAVALE,QLD,Q1,HEATHWOOD DF
4285,MOUNT GIPPS,QLD,Q1,HEATHWOOD DF
4285,MUNDOOLUN,QLD,Q1,HEATHWOOD DF
4285,NINDOOINBAH,QLD,Q1,HEATHWOOD DF
4285,OAKY CREEK,QLD,Q1,HEATHWOOD DF
4285,TABOOBA,QLD,Q1,HEATHWOOD DF
4285,TABRAGALBA,QLD,Q1,HEATHWOOD DF
4285,TAMROOKUM,QLD,Q1,HEATHWOOD DF
4285,TAMROOKUM CREEK,QLD,Q1,HEATHWOOD DF
4285,UNDULLAH,QLD,Q1,HEATHWOOD DF
4285,VERESDALE,QLD,Q1,HEATHWOOD DF
4285,VERESDALE SCRUB,QLD,Q1,HEATHWOOD DF
4285,WOODHILL,QLD,Q1,HEATHWOOD DF
4287,BARNEY VIEW,QLD,Q1,HEATHWOOD DF
4287,MOUNT BARNEY,QLD,Q1,HEATHWOOD DF
4287,PALEN CREEK,QLD,Q1,HEATHWOOD DF
4287,RATHDOWNEY,QLD,Q1,HEATHWOOD DF
4287,RUNNING CREEK,QLD,Q1,HEATHWOOD DF
4300,AUGUSTINE HEIGHTS,QLD,Q2,WEST SUBS
4300,BELLBIRD PARK,QLD,Q2,WEST SUBS
4300,BROOKWATER,QLD,Q2,WEST SUBS
4300,CAMIRA,QLD,Q2,WEST SUBS
4300,CAROLE PARK,QLD,Q2,WEST SUBS
4300,GAILES,QLD,Q2,WEST SUBS
4300,GOODNA,QLD,Q2,WEST SUBS
4300,SPRINGFIELD,QLD,Q2,WEST SUBS
4300,SPRINGFIELD CENTRAL,QLD,Q2,WEST SUBS
4300,SPRINGFIELD LAKES,QLD,Q2,WEST SUBS
4301,COLLINGWOOD PARK,QLD,Q2,WEST SUBS
4301,REDBANK,QLD,Q2,WEST SUBS
4301,REDBANK PLAINS,QLD,Q2,WEST SUBS
4303,DINMORE,QLD,Q2,WEST SUBS
4303,NEW CHUM,QLD,Q2,WEST SUBS
4303,RIVERVIEW,QLD,Q2,WEST SUBS
4304,BLACKSTONE,QLD,Q2,WEST SUBS
4304,BOOVAL,QLD,Q2,WEST SUBS
4304,BOOVAL FAIR,QLD,Q2,WEST SUBS
4304,BUNDAMBA,QLD,Q2,WEST SUBS
4304,EBBW VALE,QLD,Q2,WEST SUBS
4304,NORTH BOOVAL,QLD,Q2,WEST SUBS
4304,SILKSTONE,QLD,Q2,WEST SUBS
4305,BASIN POCKET,QLD,Q2,WEST SUBS
4305,BRASSALL,QLD,Q2,WEST SUBS
4305,BREMER,QLD,Q2,WEST SUBS
4305,CHURCHILL,QLD,Q2,WEST SUBS
4305,COALFALLS,QLD,Q2,WEST SUBS
4305,EAST IPSWICH,QLD,Q2,WEST SUBS
4305,EASTERN HEIGHTS,QLD,Q2,WEST SUBS
4305,FLINDERS VIEW,QLD,Q2,WEST SUBS
4305,IPSWICH,QLD,Q2,WEST SUBS
4305,LEICHHARDT,QLD,Q2,WEST SUBS
4305,LIMESTONE RIDGES,QLD,Q2,WEST SUBS
4305,MOORES POCKET,QLD,Q2,WEST SUBS
4305,NEWTOWN,QLD,Q2,WEST SUBS
4305,NORTH IPSWICH,QLD,Q2,WEST SUBS
4305,NORTH TIVOLI,QLD,Q2,WEST SUBS
4305,ONE MILE,QLD,Q2,WEST SUBS
4305,RACEVIEW,QLD,Q2,WEST SUBS
4305,SADLIERS CROSSING,QLD,Q2,WEST SUBS
4305,TIVOLI,QLD,Q2,WEST SUBS
4305,WEST IPSWICH,QLD,Q2,WEST SUBS
4305,WOODEND,QLD,Q2,WEST SUBS
4305,WULKURAKA,QLD,Q2,WEST SUBS
4305,YAMANTO,QLD,Q2,WEST SUBS
4306,AMBERLEY,QLD,Q2,WEST SUBS
4306,AVOCA VALE,QLD,Q2,WEST SUBS
4306,BANKS CREEK,QLD,Q2,WEST SUBS
4306,BARELLAN POINT,QLD,Q2,WEST SUBS
4306,BENARKIN,QLD,Q2,WEST SUBS
4306,BENARKIN NORTH,QLD,Q2,WEST SUBS
4306,BLACKBUTT,QLD,Q2,WEST SUBS
4306,BLACKBUTT NORTH,QLD,Q2,WEST SUBS
4306,BLACKBUTT SOUTH,QLD,Q2,WEST SUBS
4306,BLACKSOIL,QLD,Q2,WEST SUBS
4306,BORALLON,QLD,Q2,WEST SUBS
4306,CHERRY CREEK,QLD,Q2,WEST SUBS
4306,CHUWAR,QLD,Q2,WEST SUBS
4306,COLINTON,QLD,Q2,WEST SUBS
4306,DEEBING HEIGHTS,QLD,Q2,WEST SUBS
4306,DUNDAS,QLD,Q2,WEST SUBS
4306,ENGLAND CREEK,QLD,Q2,WEST SUBS
4306,FAIRNEY VIEW,QLD,Q2,WEST SUBS
4306,FERNVALE,QLD,Q2,WEST SUBS
4306,GLAMORGAN VALE,QLD,Q2,WEST SUBS
4306,GOOGA CREEK,QLD,Q2,WEST SUBS
4306,GOOLMAN,QLD,Q2,WEST SUBS
4306,HAIGSLEA,QLD,Q2,WEST SUBS
4306,HARLIN,QLD,Q2,WEST SUBS
4306,IRONBARK,QLD,Q2,WEST SUBS
4306,KARALEE,QLD,Q2,WEST SUBS
4306,KARANA DOWNS,QLD,Q2,WEST SUBS
4306,KARRABIN,QLD,Q2,WEST SUBS
4306,KHOLO,QLD,Q2,WEST SUBS
4306,LAKE MANCHESTER,QLD,Q2,WEST SUBS
4306,LARK HILL,QLD,Q2,WEST SUBS
4306,LINVILLE,QLD,Q2,WEST SUBS
4306,MOORE,QLD,Q2,WEST SUBS
4306,MOUNT BINGA,QLD,Q2,WEST SUBS
4306,MOUNT CROSBY,QLD,Q2,WEST SUBS
4306,MOUNT MARROW,QLD,Q2,WEST SUBS
4306,MOUNT STANLEY,QLD,Q2,WEST SUBS
4306,MUIRLEA,QLD,Q2,WEST SUBS
4306,NUKKU,QLD,Q2,WEST SUBS
4306,PEAK CROSSING,QLD,Q2,WEST SUBS
4306,PINE MOUNTAIN,QLD,Q2,WEST SUBS
4306,PURGA,QLD,Q2,WEST SUBS
4306,RIPLEY,QLD,Q2,WEST SUBS
4306,SOUTH RIPLEY,QLD,Q2,WEST SUBS
4306,SPLIT YARD CREEK,QLD,Q2,WEST SUBS
4306,SWANBANK,QLD,Q2,WEST SUBS
4306,TAROMEO,QLD,Q2,WEST SUBS
4306,TEELAH,QLD,Q2,WEST SUBS
4306,THAGOONA,QLD,Q2,WEST SUBS
4306,VERNOR,QLD,Q2,WEST SUBS
4306,WALLOON,QLD,Q2,WEST SUBS
4306,WANORA,QLD,Q2,WEST SUBS
4306,WASHPOOL,QLD,Q2,WEST SUBS
4306,WHITE ROCK,QLD,Q2,WEST SUBS
4306,WILLOWBANK,QLD,Q2,WEST SUBS
4306,WIVENHOE POCKET,QLD,Q2,WEST SUBS
4307,COLEYVILLE,QLD,Q2,WEST SUBS
4307,HARRISVILLE,QLD,Q2,WEST SUBS
4307,MUTDAPILLY,QLD,Q2,WEST SUBS
4307,RADFORD,QLD,Q2,WEST SUBS
4307,SILVERDALE,QLD,Q2,WEST SUBS
4307,WARRILL VIEW,QLD,Q2,WEST SUBS
4307,WILSONS PLAINS,QLD,Q2,WEST SUBS
4309,ARATULA,QLD,Q2,WEST SUBS
4309,CHARLWOOD,QLD,Q2,WEST SUBS
4309,CLUMBER,QLD,Q2,WEST SUBS
4309,FASSIFERN,QLD,Q2,WEST SUBS
4309,FASSIFERN VALLEY,QLD,Q2,WEST SUBS
4309,FRAZERVIEW,QLD,Q2,WEST SUBS
4309,KALBAR,QLD,Q2,WEST SUBS
4309,KENTS LAGOON,QLD,Q2,WEST SUBS
4309,KULGUN,QLD,Q2,WEST SUBS
4309,MILORA,QLD,Q2,WEST SUBS
4309,MOOGERAH,QLD,Q2,WEST SUBS
4309,MORWINCHA,QLD,Q2,WEST SUBS
4309,MOUNT EDWARDS,QLD,Q2,WEST SUBS
4309,MUNBILLA,QLD,Q2,WEST SUBS
4309,OBUM OBUM,QLD,Q2,WEST SUBS
4309,TAROME,QLD,Q2,WEST SUBS
4309,TEVIOTVILLE,QLD,Q2,WEST SUBS
4310,ALLANDALE,QLD,Q2,WEST SUBS
4310,ANTHONY,QLD,Q2,WEST SUBS
4310,BLANTYRE,QLD,Q2,WEST SUBS
4310,BOONAH,QLD,Q2,WEST SUBS
4310,BUNBURRA,QLD,Q2,WEST SUBS
4310,BUNJURGEN,QLD,Q2,WEST SUBS
4310,BURNETT CREEK,QLD,Q2,WEST SUBS
4310,CANNON CREEK,QLD,Q2,WEST SUBS
4310,CARNEYS CREEK,QLD,Q2,WEST SUBS
4310,COOCHIN,QLD,Q2,WEST SUBS
4310,COULSON,QLD,Q2,WEST SUBS
4310,CROFTBY,QLD,Q2,WEST SUBS
4310,DUGANDAN,QLD,Q2,WEST SUBS
4310,FRENCHES CREEK,QLD,Q2,WEST SUBS
4310,HOYA,QLD,Q2,WEST SUBS
4310,KENTS POCKET,QLD,Q2,WEST SUBS
4310,MAROON,QLD,Q2,WEST SUBS
4310,MILBONG,QLD,Q2,WEST SUBS
