postcode,locality,state,parcelzone,bspname
3000,MELBOURNE,VIC,V1,MELBOURNE CITY
3001,MELBOURNE,VIC,V1,MELBOURNE CITY
3002,EAST MELBOURNE,VIC,V1,MELBOURNE CITY
3003,WEST MELBOURNE,VIC,V1,MELBOURNE CITY
3004,MELBOURNE,VIC,V1,MELBOURNE CITY
3005,SOUTH WHARF,VIC,V1,MOORABBIN
3006,SOUTHBANK,VIC,V1,MOORABBIN
3008,DOCKLANDS,VIC,V1,MELBOURNE CITY
3010,UNIVERSITY OF MELBOURNE,VIC,V1,MELBOURNE CITY
3011,FOOTSCRAY,VIC,V1,FOOTSCRAY
3011,SEDDON,VIC,V1,FOOTSCRAY
3011,SEDDON WEST,VIC,V1,FOOTSCRAY
3012,BROOKLYN,VIC,V1,FOOTSCRAY
3012,KINGSVILLE,VIC,V1,FOOTSCRAY
3012,MAIDSTONE,VIC,V1,FOOTSCRAY
3012,TOTTENHAM,VIC,V1,FOOTSCRAY
3012,WEST FOOTSCRAY,VIC,V1,FOOTSCRAY
3013,YARRAVILLE,VIC,V1,FOOTSCRAY
3015,NEWPORT,VIC,V1,FOOTSCRAY
3015,SOUTH KINGSVILLE,VIC,V1,FOOTSCRAY
3015,SPOTSWOOD,VIC,V1,FOOTSCRAY
3016,WILLIAMSTOWN,VIC,V1,FOOTSCRAY
3016,WILLIAMSTOWN NORTH,VIC,V1,FOOTSCRAY
3018,ALTONA,VIC,V1,FOOTSCRAY
3018,SEAHOLME,VIC,V1,FOOTSCRAY
3019,BRAYBROOK,VIC,V1,FOOTSCRAY
3019,ROBINSON,VIC,V1,FOOTSCRAY
3020,ALBION,VIC,V1,FOOTSCRAY
3020,SUNSHINE,VIC,V1,FOOTSCRAY
3020,SUNSHINE NORTH,VIC,V1,FOOTSCRAY
3020,SUNSHINE WEST,VIC,V1,FOOTSCRAY
3021,ALBANVALE,VIC,V1,HAWTHORN
3021,KEALBA,VIC,V1,HAWTHORN
3021,KINGS PARK,VIC,V1,HAWTHORN
3021,ST ALBANS,VIC,V1,HAWTHORN
3022,ARDEER,VIC,V1,FOOTSCRAY
3022,DEER PARK EAST,VIC,V1,FOOTSCRAY
3023,BURNSIDE,VIC,V1,FOOTSCRAY
3023,BURNSIDE HEIGHTS,VIC,V1,FOOTSCRAY
3023,CAIRNLEA,VIC,V1,FOOTSCRAY
3023,CAROLINE SPRINGS,VIC,V1,FOOTSCRAY
3023,DEER PARK,VIC,V1,FOOTSCRAY
3023,DEER PARK NORTH,VIC,V1,FOOTSCRAY
3023,RAVENHALL,VIC,V1,FOOTSCRAY
3024,MAMBOURIN,VIC,V1,MELB NORTH WEST
3024,MOUNT COTTRELL,VIC,V1,MELB NORTH WEST
3024,WYNDHAM VALE,VIC,V1,MELB NORTH WEST
3025,ALTONA EAST,VIC,V1,FOOTSCRAY
3025,ALTONA GATE,VIC,V1,FOOTSCRAY
3025,ALTONA NORTH,VIC,V1,FOOTSCRAY
3026,LAVERTON NORTH,VIC,V1,MELB NORTH WEST
3027,WILLIAMS LANDING,VIC,V1,MELB NORTH WEST
3028,ALTONA MEADOWS,VIC,V1,MELB NORTH WEST
3028,LAVERTON,VIC,V1,MELB NORTH WEST
3028,SEABROOK,VIC,V1,MELB NORTH WEST
3029,HOPPERS CROSSING,VIC,V1,MELB NORTH WEST
3029,TARNEIT,VIC,V1,MELB NORTH WEST
3029,TRUGANINA,VIC,V1,MELB NORTH WEST
3030,COCOROC,VIC,V1,MELB NORTH WEST
3030,DERRIMUT,VIC,V1,MELB NORTH WEST
3030,POINT COOK,VIC,V1,MELB NORTH WEST
3030,QUANDONG,VIC,V1,MELB NORTH WEST
3030,WERRIBEE,VIC,V1,MELB NORTH WEST
3030,WERRIBEE SOUTH,VIC,V1,MELB NORTH WEST
3031,FLEMINGTON,VIC,V1,FOOTSCRAY
3031,KENSINGTON,VIC,V1,FOOTSCRAY
3032,ASCOT VALE,VIC,V1,FOOTSCRAY
3032,HIGHPOINT CITY,VIC,V1,FOOTSCRAY
3032,MARIBYRNONG,VIC,V1,FOOTSCRAY
3032,TRAVANCORE,VIC,V1,FOOTSCRAY
3033,KEILOR EAST,VIC,V1,FOOTSCRAY
3034,AVONDALE HEIGHTS,VIC,V1,FOOTSCRAY
3036,KEILOR,VIC,V1,FOOTSCRAY
3036,KEILOR NORTH,VIC,V1,FOOTSCRAY
3037,CALDER PARK,VIC,V1,HAWTHORN
3037,DELAHEY,VIC,V1,HAWTHORN
3037,HILLSIDE,VIC,V1,HAWTHORN
3037,SYDENHAM,VIC,V1,HAWTHORN
3037,TAYLORS HILL,VIC,V1,HAWTHORN
3038,KEILOR DOWNS,VIC,V1,HAWTHORN
3038,KEILOR LODGE,VIC,V1,HAWTHORN
3038,TAYLORS LAKES,VIC,V1,HAWTHORN
3039,MOONEE PONDS,VIC,V1,FOOTSCRAY
3040,ABERFELDIE,VIC,V1,FOOTSCRAY
3040,ESSENDON,VIC,V1,FOOTSCRAY
3040,ESSENDON WEST,VIC,V1,FOOTSCRAY
3041,ESSENDON FIELDS,VIC,V1,FOOTSCRAY
3041,ESSENDON NORTH,VIC,V1,FOOTSCRAY
3041,STRATHMORE,VIC,V1,FOOTSCRAY
3041,STRATHMORE HEIGHTS,VIC,V1,FOOTSCRAY
3042,AIRPORT WEST,VIC,V1,FOOTSCRAY
3042,KEILOR PARK,VIC,V1,FOOTSCRAY
3042,NIDDRIE,VIC,V1,FOOTSCRAY
3043,GLADSTONE PARK,VIC,V1,FOOTSCRAY
3043,GOWANBRAE,VIC,V1,FOOTSCRAY
3043,TULLAMARINE,VIC,V1,FOOTSCRAY
3044,PASCOE VALE,VIC,V1,FOOTSCRAY
3044,PASCOE VALE SOUTH,VIC,V1,FOOTSCRAY
3045,MELBOURNE AIRPORT,VIC,V1,FOOTSCRAY
3046,GLENROY,VIC,V1,FOOTSCRAY
3046,HADFIELD,VIC,V1,FOOTSCRAY
3046,OAK PARK,VIC,V1,FOOTSCRAY
3047,BROADMEADOWS,VIC,V1,MELB NORTH WEST
3047,DALLAS,VIC,V1,MELB NORTH WEST
3047,JACANA,VIC,V1,MELB NORTH WEST
3048,COOLAROO,VIC,V1,MELB NORTH WEST
3048,MEADOW HEIGHTS,VIC,V1,MELB NORTH WEST
3049,ATTWOOD,VIC,V1,FOOTSCRAY
3049,WESTMEADOWS,VIC,V1,FOOTSCRAY
3050,ROYAL MELBOURNE HOSPITAL,VIC,V1,MELBOURNE CITY
3051,HOTHAM HILL,VIC,V1,MELBOURNE CITY
3051,NORTH MELBOURNE,VIC,V1,MELBOURNE CITY
3052,MELBOURNE UNIVERSITY,VIC,V1,MELBOURNE CITY
3052,PARKVILLE,VIC,V1,MELBOURNE CITY
3053,CARLTON,VIC,V1,MELBOURNE CITY
3053,CARLTON SOUTH,VIC,V1,MELBOURNE CITY
3054,CARLTON NORTH,VIC,V1,MELBOURNE CITY
3054,PRINCES HILL,VIC,V1,MELBOURNE CITY
3055,BRUNSWICK SOUTH,VIC,V1,PRESTON
3055,BRUNSWICK WEST,VIC,V1,PRESTON
3055,MOONEE VALE,VIC,V1,PRESTON
3055,MORELAND WEST,VIC,V1,PRESTON
3056,BRUNSWICK,VIC,V1,PRESTON
3056,BRUNSWICK LOWER,VIC,V1,PRESTON
3056,BRUNSWICK NORTH,VIC,V1,PRESTON
3057,BRUNSWICK EAST,VIC,V1,PRESTON
3057,SUMNER,VIC,V1,PRESTON
3058,BATMAN,VIC,V1,PRESTON
3058,COBURG,VIC,V1,PRESTON
3058,COBURG NORTH,VIC,V1,PRESTON
3058,MERLYNSTON,VIC,V1,PRESTON
3058,MORELAND,VIC,V1,PRESTON
3059,GREENVALE,VIC,V1,MELB NORTH WEST
3060,FAWKNER,VIC,V1,PRESTON
3061,CAMPBELLFIELD,VIC,V1,MELB NORTH WEST
3062,SOMERTON,VIC,V1,MELB NORTH WEST
3063,OAKLANDS JUNCTION,VIC,V1,MELB NORTH WEST
3063,YUROKE,VIC,V1,MELB NORTH WEST
3064,CRAIGIEBURN,VIC,V1,MELB NORTH WEST
3064,DONNYBROOK,VIC,V1,MELB NORTH WEST
3064,KALKALLO,VIC,V1,MELB NORTH WEST
3064,MICKLEHAM,VIC,V1,MELB NORTH WEST
3064,ROXBURGH PARK,VIC,V1,MELB NORTH WEST
3065,FITZROY,VIC,V1,MELBOURNE CITY
3066,COLLINGWOOD,VIC,V1,MELBOURNE CITY
3066,COLLINGWOOD NORTH,VIC,V1,MELBOURNE CITY
3067,ABBOTSFORD,VIC,V1,MELBOURNE CITY
3068,CLIFTON HILL,VIC,V1,PRESTON
3068,FITZROY NORTH,VIC,V1,PRESTON
3070,NORTHCOTE,VIC,V1,PRESTON
3071,THORNBURY,VIC,V1,PRESTON
3072,GILBERTON,VIC,V1,PRESTON
3072,NORTHLAND CENTRE,VIC,V1,PRESTON
3072,PRESTON,VIC,V1,PRESTON
3072,PRESTON SOUTH,VIC,V1,PRESTON
3072,PRESTON WEST,VIC,V1,PRESTON
3072,REGENT WEST,VIC,V1,PRESTON
3073,RESERVOIR,VIC,V1,PRESTON
3074,THOMASTOWN,VIC,V1,RINGWOOD
3075,LALOR,VIC,V1,RINGWOOD
3076,EPPING,VIC,V1,RINGWOOD
3078,ALPHINGTON,VIC,V1,PRESTON
3078,FAIRFIELD,VIC,V1,PRESTON
3079,IVANHOE,VIC,V1,HAWTHORN
3079,IVANHOE EAST,VIC,V1,HAWTHORN
3079,IVANHOE NORTH,VIC,V1,HAWTHORN
3081,BELLFIELD,VIC,V1,HAWTHORN
3081,HEIDELBERG HEIGHTS,VIC,V1,HAWTHORN
3081,HEIDELBERG WEST,VIC,V1,HAWTHORN
3082,MILL PARK,VIC,V1,RINGWOOD
3083,BUNDOORA,VIC,V1,PRESTON
3083,KINGSBURY,VIC,V1,PRESTON
3083,LA TROBE UNIVERSITY,VIC,V1,PRESTON
3084,BANYULE,VIC,V1,HAWTHORN
3084,EAGLEMONT,VIC,V1,HAWTHORN
3084,HEIDELBERG,VIC,V1,HAWTHORN
3084,ROSANNA,VIC,V1,HAWTHORN
3084,VIEWBANK,VIC,V1,HAWTHORN
3085,MACLEOD,VIC,V1,HAWTHORN
3085,MACLEOD WEST,VIC,V1,HAWTHORN
3085,YALLAMBIE,VIC,V1,HAWTHORN
3087,WATSONIA,VIC,V1,PRESTON
3087,WATSONIA NORTH,VIC,V1,PRESTON
3088,BRIAR HILL,VIC,V1,PRESTON
3088,GREENSBOROUGH,VIC,V1,PRESTON
3088,ST HELENA,VIC,V1,PRESTON
3089,DIAMOND CREEK,VIC,V1,PRESTON
3090,PLENTY,VIC,V1,PRESTON
3091,YARRAMBAT,VIC,V1,PRESTON
3093,LOWER PLENTY,VIC,V1,PRESTON
3094,MONTMORENCY,VIC,V1,PRESTON
3095,ELTHAM,VIC,V1,PRESTON
3095,ELTHAM NORTH,VIC,V1,PRESTON
3095,RESEARCH,VIC,V1,PRESTON
3096,WATTLE GLEN,VIC,V1,PRESTON
3097,BEND OF ISLANDS,VIC,V1,PRESTON
3097,KANGAROO GROUND,VIC,V1,PRESTON
3097,WATSONS CREEK,VIC,V1,PRESTON
3099,ARTHURS CREEK,VIC,V1,PRESTON
3099,COTTLES BRIDGE,VIC,V1,PRESTON
3099,HURSTBRIDGE,VIC,V1,PRESTON
3099,NUTFIELD,VIC,V1,PRESTON
3099,STRATHEWEN,VIC,V1,PRESTON
3101,COTHAM,VIC,V1,HAWTHORN
3101,KEW,VIC,V1,HAWTHORN
3102,KEW EAST,VIC,V1,HAWTHORN
3103,BALWYN,VIC,V1,HAWTHORN
3103,BALWYN EAST,VIC,V1,HAWTHORN
3103,DEEPDENE,VIC,V1,HAWTHORN
3104,BALWYN NORTH,VIC,V1,HAWTHORN
3104,GREYTHORN,VIC,V1,HAWTHORN
3105,BULLEEN,VIC,V1,RINGWOOD
3106,TEMPLESTOWE,VIC,V1,RINGWOOD
3107,TEMPLESTOWE LOWER,VIC,V1,RINGWOOD
3108,DONCASTER,VIC,V1,RINGWOOD
3109,DONCASTER EAST,VIC,V1,RINGWOOD
3109,DONCASTER HEIGHTS,VIC,V1,RINGWOOD
3111,DONVALE,VIC,V1,RINGWOOD
3113,NORTH WARRANDYTE,VIC,V1,RINGWOOD
3113,WARRANDYTE,VIC,V1,RINGWOOD
3114,PARK ORCHARDS,VIC,V1,RINGWOOD
3115,WONGA PARK,VIC,V1,RINGWOOD
3116,CHIRNSIDE PARK,VIC,V1,RINGWOOD
3121,BURNLEY,VIC,V1,MOORABBIN
3121,BURNLEY NORTH,VIC,V1,MOORABBIN
3121,CREMORNE,VIC,V1,MOORABBIN
3121,RICHMOND,VIC,V1,MOORABBIN
3121,RICHMOND EAST,VIC,V1,MOORABBIN
3121,RICHMOND NORTH,VIC,V1,MOORABBIN
3121,RICHMOND SOUTH,VIC,V1,MOORABBIN
3122,AUBURN SOUTH,VIC,V1,HAWTHORN
3122,GLENFERRIE SOUTH,VIC,V1,HAWTHORN
3122,HAWTHORN,VIC,V1,HAWTHORN
3122,HAWTHORN NORTH,VIC,V1,HAWTHORN
3122,HAWTHORN WEST,VIC,V1,HAWTHORN
3123,AUBURN,VIC,V1,HAWTHORN
3123,HAWTHORN EAST,VIC,V1,HAWTHORN
3124,CAMBERWELL,VIC,V1,HAWTHORN
3124,CAMBERWELL NORTH,VIC,V1,HAWTHORN
3124,CAMBERWELL SOUTH,VIC,V1,HAWTHORN
3124,CAMBERWELL WEST,VIC,V1,HAWTHORN
3124,HARTWELL,VIC,V1,HAWTHORN
3124,MIDDLE CAMBERWELL,VIC,V1,HAWTHORN
3125,BURWOOD,VIC,V1,HAWTHORN
3126,CAMBERWELL EAST,VIC,V1,HAWTHORN
3126,CANTERBURY,VIC,V1,HAWTHORN
3127,MONT ALBERT,VIC,V1,HAWTHORN
3127,SURREY HILLS,VIC,V1,HAWTHORN
3127,SURREY HILLS NORTH,VIC,V1,HAWTHORN
3128,BOX HILL,VIC,V1,FERNTREE GULLY
3128,BOX HILL SOUTH,VIC,V1,FERNTREE GULLY
3128,WATTLE PARK,VIC,V1,FERNTREE GULLY
3129,BOX HILL NORTH,VIC,V1,FERNTREE GULLY
3129,KERRIMUIR,VIC,V1,FERNTREE GULLY
3129,MONT ALBERT NORTH,VIC,V1,FERNTREE GULLY
3130,BLACKBURN,VIC,V1,FERNTREE GULLY
3130,BLACKBURN NORTH,VIC,V1,FERNTREE GULLY
3130,BLACKBURN SOUTH,VIC,V1,FERNTREE GULLY
3130,LABURNUM,VIC,V1,FERNTREE GULLY
3131,BRENTFORD SQUARE,VIC,V1,FERNTREE GULLY
3131,FOREST HILL,VIC,V1,FERNTREE GULLY
3131,NUNAWADING,VIC,V1,FERNTREE GULLY
3132,MITCHAM,VIC,V1,FERNTREE GULLY
3132,MITCHAM NORTH,VIC,V1,FERNTREE GULLY
3132,RANGEVIEW,VIC,V1,FERNTREE GULLY
3133,VERMONT,VIC,V1,FERNTREE GULLY
3133,VERMONT SOUTH,VIC,V1,FERNTREE GULLY
3134,HEATHWOOD,VIC,V1,RINGWOOD
3134,RINGWOOD,VIC,V1,RINGWOOD
3134,RINGWOOD NORTH,VIC,V1,RINGWOOD
3134,WARRANDYTE SOUTH,VIC,V1,RINGWOOD
3134,WARRANWOOD,VIC,V1,RINGWOOD
3135,BEDFORD ROAD,VIC,V1,RINGWOOD
3135,HEATHMONT,VIC,V1,RINGWOOD
3135,RINGWOOD EAST,VIC,V1,RINGWOOD
3136,CROYDON,VIC,V1,RINGWOOD
3136,CROYDON HILLS,VIC,V1,RINGWOOD
3136,CROYDON NORTH,VIC,V1,RINGWOOD
3136,CROYDON SOUTH,VIC,V1,RINGWOOD
3137,KILSYTH,VIC,V1,RINGWOOD
3137,KILSYTH SOUTH,VIC,V1,RINGWOOD
3138,MOOROOLBARK,VIC,V1,RINGWOOD
3139,BEENAK,VIC,V1,RINGWOOD
3139,DON VALLEY,VIC,V1,RINGWOOD
3139,HODDLES CREEK,VIC,V1,RINGWOOD
3139,LAUNCHING PLACE,VIC,V1,RINGWOOD
3139,SEVILLE,VIC,V1,RINGWOOD
3139,SEVILLE EAST,VIC,V1,RINGWOOD
3139,WANDIN EAST,VIC,V1,RINGWOOD
3139,WANDIN NORTH,VIC,V1,RINGWOOD
3139,WOORI YALLOCK,VIC,V1,RINGWOOD
3139,YELLINGBO,VIC,V1,RINGWOOD
3140,LILYDALE,VIC,V1,RINGWOOD
3141,SOUTH YARRA,VIC,V1,MOORABBIN
3142,HAWKSBURN,VIC,V1,MOORABBIN
3142,TOORAK,VIC,V1,MOORABBIN
3143,ARMADALE,VIC,V1,HAWTHORN
3143,ARMADALE NORTH,VIC,V1,HAWTHORN
3144,KOOYONG,VIC,V1,HAWTHORN
3144,MALVERN,VIC,V1,HAWTHORN
3145,CAULFIELD EAST,VIC,V1,MULGRAVE
3145,CENTRAL PARK,VIC,V1,MULGRAVE
3145,DARLING,VIC,V1,MULGRAVE
3145,MALVERN EAST,VIC,V1,MULGRAVE
3145,WATTLETREE ROAD PO,VIC,V1,MULGRAVE
3146,GLEN IRIS,VIC,V1,HAWTHORN
3147,ASHBURTON,VIC,V1,HAWTHORN
3147,ASHWOOD,VIC,V1,HAWTHORN
3148,CHADSTONE,VIC,V1,MULGRAVE
3148,CHADSTONE CENTRE,VIC,V1,MULGRAVE
3148,HOLMESGLEN,VIC,V1,MULGRAVE
3149,MOUNT WAVERLEY,VIC,V1,MULGRAVE
3149,PINEWOOD,VIC,V1,MULGRAVE
3149,SYNDAL,VIC,V1,MULGRAVE
3150,BRANDON PARK,VIC,V1,MULGRAVE
3150,GLEN WAVERLEY,VIC,V1,MULGRAVE
3150,WHEELERS HILL,VIC,V1,MULGRAVE
3151,BURWOOD EAST,VIC,V1,HAWTHORN
3151,BURWOOD HEIGHTS,VIC,V1,HAWTHORN
3152,KNOX CITY CENTRE,VIC,V1,FERNTREE GULLY
3152,STUDFIELD,VIC,V1,FERNTREE GULLY
3152,WANTIRNA,VIC,V1,FERNTREE GULLY
3152,WANTIRNA SOUTH,VIC,V1,FERNTREE GULLY
3153,BAYSWATER,VIC,V1,FERNTREE GULLY
3153,BAYSWATER NORTH,VIC,V1,FERNTREE GULLY
3154,THE BASIN,VIC,V1,FERNTREE GULLY
3155,BORONIA,VIC,V1,FERNTREE GULLY
3156,FERNTREE GULLY,VIC,V1,FERNTREE GULLY
3156,LYSTERFIELD,VIC,V1,FERNTREE GULLY
3156,LYSTERFIELD SOUTH,VIC,V1,FERNTREE GULLY
3156,MOUNTAIN GATE,VIC,V1,FERNTREE GULLY
3156,UPPER FERNTREE GULLY,VIC,V1,FERNTREE GULLY
3158,UPWEY,VIC,V1,FERNTREE GULLY
3159,MENZIES CREEK,VIC,V1,FERNTREE GULLY
3159,SELBY,VIC,V1,FERNTREE GULLY
3160,BELGRAVE,VIC,V1,FERNTREE GULLY
3160,BELGRAVE HEIGHTS,VIC,V1,FERNTREE GULLY
3160,BELGRAVE SOUTH,VIC,V1,FERNTREE GULLY
3160,TECOMA,VIC,V1,FERNTREE GULLY
3161,CAULFIELD JUNCTION,VIC,V1,MULGRAVE
3161,CAULFIELD NORTH,VIC,V1,MULGRAVE
3162,CAULFIELD,VIC,V1,MULGRAVE
3162,CAULFIELD SOUTH,VIC,V1,MULGRAVE
3162,HOPETOUN GARDENS,VIC,V1,MULGRAVE
3163,CARNEGIE,VIC,V1,MULGRAVE
3163,GLEN HUNTLY,VIC,V1,MULGRAVE
3163,MURRUMBEENA,VIC,V1,MULGRAVE
3164,DANDENONG SOUTH,VIC,V1,DANDENONG
3165,BENTLEIGH EAST,VIC,V1,MULGRAVE
3166,HUGHESDALE,VIC,V1,MULGRAVE
3166,HUNTINGDALE,VIC,V1,MULGRAVE
3166,OAKLEIGH,VIC,V1,MULGRAVE
3166,OAKLEIGH EAST,VIC,V1,MULGRAVE
3167,OAKLEIGH SOUTH,VIC,V1,MULGRAVE
3168,CLAYTON,VIC,V1,MULGRAVE
3168,NOTTING HILL,VIC,V1,MULGRAVE
3169,CLARINDA,VIC,V1,MULGRAVE
3169,CLAYTON SOUTH,VIC,V1,MULGRAVE
3170,MULGRAVE,VIC,V1,MULGRAVE
3170,WAVERLEY GARDENS,VIC,V1,MULGRAVE
3171,SANDOWN VILLAGE,VIC,V1,MULGRAVE
3171,SPRINGVALE,VIC,V1,MULGRAVE
3172,DINGLEY VILLAGE,VIC,V1,DANDENONG
3172,SPRINGVALE SOUTH,VIC,V1,DANDENONG
3173,KEYSBOROUGH,VIC,V1,DANDENONG
3174,NOBLE PARK,VIC,V1,MULGRAVE
3174,NOBLE PARK NORTH,VIC,V1,MULGRAVE
3175,BANGHOLME,VIC,V1,DANDENONG
3175,DANDENONG,VIC,V1,DANDENONG
3175,DANDENONG EAST,VIC,V1,DANDENONG
3175,DANDENONG NORTH,VIC,V1,DANDENONG
3175,DANDENONG SOUTH,VIC,V1,DANDENONG
3175,DUNEARN,VIC,V1,DANDENONG
3176,SCORESBY BC,VIC,V1,FERNTREE GULLY
3177,DOVETON,VIC,V1,DANDENONG
3177,EUMEMMERRING,VIC,V1,DANDENONG
3178,ROWVILLE,VIC,V1,FERNTREE GULLY
3179,SCORESBY,VIC,V1,FERNTREE GULLY
3180,KNOXFIELD,VIC,V1,FERNTREE GULLY
3181,PRAHRAN,VIC,V1,MOORABBIN
3181,PRAHRAN EAST,VIC,V1,MOORABBIN
3181,WINDSOR,VIC,V1,MOORABBIN
3182,ST KILDA,VIC,V1,MOORABBIN
3182,ST KILDA SOUTH,VIC,V1,MOORABBIN
3182,ST KILDA WEST,VIC,V1,MOORABBIN
3183,BALACLAVA,VIC,V1,MOORABBIN
3183,ST KILDA EAST,VIC,V1,MOORABBIN
3184,BRIGHTON ROAD,VIC,V1,MOORABBIN
3184,ELWOOD,VIC,V1,MOORABBIN
3185,ELSTERNWICK,VIC,V1,MOORABBIN
3185,GARDENVALE,VIC,V1,MOORABBIN
3185,RIPPONLEA,VIC,V1,MOORABBIN
3186,BRIGHTON,VIC,V1,MOORABBIN
3186,BRIGHTON NORTH,VIC,V1,MOORABBIN
3186,DENDY,VIC,V1,MOORABBIN
3186,WERE STREET PO,VIC,V1,MOORABBIN
3187,BRIGHTON EAST,VIC,V1,MOORABBIN
3187,NORTH ROAD,VIC,V1,MOORABBIN
3188,HAMPTON,VIC,V1,DANDENONG
3188,HAMPTON EAST,VIC,V1,DANDENONG
3188,HAMPTON NORTH,VIC,V1,DANDENONG
3189,MOORABBIN,VIC,V1,DANDENONG
3189,MOORABBIN EAST,VIC,V1,DANDENONG
3189,WISHART,VIC,V1,DANDENONG
3190,HIGHETT,VIC,V1,DANDENONG
3191,SANDRINGHAM,VIC,V1,DANDENONG
3192,CHELTENHAM,VIC,V1,DANDENONG
3192,CHELTENHAM EAST,VIC,V1,DANDENONG
3192,SOUTHLAND CENTRE,VIC,V1,DANDENONG
3193,BEAUMARIS,VIC,V1,DANDENONG
3193,BLACK ROCK,VIC,V1,DANDENONG
3193,BLACK ROCK NORTH,VIC,V1,DANDENONG
3193,CROMER,VIC,V1,DANDENONG
3194,MENTONE,VIC,V1,DANDENONG
3194,MENTONE EAST,VIC,V1,DANDENONG
3194,MOORABBIN AIRPORT,VIC,V1,DANDENONG
3195,ASPENDALE,VIC,V1,DANDENONG
3195,ASPENDALE GARDENS,VIC,V1,DANDENONG
3195,BRAESIDE,VIC,V1,DANDENONG
3195,MORDIALLOC,VIC,V1,DANDENONG
3195,PARKDALE,VIC,V1,DANDENONG
3195,WATERWAYS,VIC,V1,DANDENONG
3196,BONBEACH,VIC,V1,DANDENONG
3196,CHELSEA,VIC,V1,DANDENONG
3196,CHELSEA HEIGHTS,VIC,V1,DANDENONG
3196,EDITHVALE,VIC,V1,DANDENONG
3197,CARRUM,VIC,V1,FRANKSTON
3197,PATTERSON LAKES,VIC,V1,FRANKSTON
3198,SEAFORD,VIC,V1,FRANKSTON
3199,FRANKSTON,VIC,V1,FRANKSTON
3199,FRANKSTON EAST,VIC,V1,FRANKSTON
3199,FRANKSTON HEIGHTS,VIC,V1,FRANKSTON
3199,FRANKSTON SOUTH,VIC,V1,FRANKSTON
3199,KARINGAL CENTRE,VIC,V1,FRANKSTON
3200,FRANKSTON NORTH,VIC,V1,FRANKSTON
3200,PINES FOREST,VIC,V1,FRANKSTON
3201,CARRUM DOWNS,VIC,V1,FRANKSTON
3202,HEATHERTON,VIC,V1,DANDENONG
3204,BENTLEIGH,VIC,V1,DANDENONG
3204,MCKINNON,VIC,V1,DANDENONG
3204,ORMOND,VIC,V1,DANDENONG
3204,PATTERSON,VIC,V1,DANDENONG
3205,SOUTH MELBOURNE,VIC,V1,MOORABBIN
3206,ALBERT PARK,VIC,V1,MOORABBIN
3206,MIDDLE PARK,VIC,V1,MOORABBIN
3207,GARDEN CITY,VIC,V1,MOORABBIN
3207,PORT MELBOURNE,VIC,V1,MOORABBIN
3211,LITTLE RIVER,VIC,V1,VIC COUNTRY
3212,AVALON,VIC,V1,VIC COUNTRY
3212,LARA,VIC,V1,VIC COUNTRY
3212,POINT WILSON,VIC,V1,VIC COUNTRY
3213,ANAKIE,VIC,V1,VIC COUNTRY
3213,BATESFORD,VIC,V1,VIC COUNTRY
3213,LOVELY BANKS,VIC,V1,VIC COUNTRY
3213,MOORABOOL,VIC,V1,VIC COUNTRY
3214,CORIO,VIC,V1,VIC COUNTRY
3214,NORLANE,VIC,V1,VIC COUNTRY
3214,NORTH SHORE,VIC,V1,VIC COUNTRY
3215,BELL PARK,VIC,V1,VIC COUNTRY
3215,BELL POST HILL,VIC,V1,VIC COUNTRY
3215,DRUMCONDRA,VIC,V1,VIC COUNTRY
3215,GEELONG NORTH,VIC,V1,VIC COUNTRY
3215,HAMLYN HEIGHTS,VIC,V1,VIC COUNTRY
3215,NORTH GEELONG,VIC,V1,VIC COUNTRY
3215,RIPPLESIDE,VIC,V1,VIC COUNTRY
3216,BELMONT,VIC,V1,VIC COUNTRY
3216,GROVEDALE,VIC,V1,VIC COUNTRY
3216,GROVEDALE EAST,VIC,V1,VIC COUNTRY
3216,HIGHTON,VIC,V1,VIC COUNTRY
3216,MARSHALL,VIC,V1,VIC COUNTRY
3216,WANDANA HEIGHTS,VIC,V1,VIC COUNTRY
3216,WAURN PONDS,VIC,V1,VIC COUNTRY
3217,ARMSTRONG CREEK,VIC,V1,VIC COUNTRY
3217,CHARLEMONT,VIC,V1,VIC COUNTRY
3217,FRESHWATER CREEK,VIC,V1,VIC COUNTRY
3217,MOUNT DUNEED,VIC,V1,VIC COUNTRY
3218,FYANSFORD,VIC,V1,VIC COUNTRY
3218,GEELONG WEST,VIC,V1,VIC COUNTRY
3218,HERNE HILL,VIC,V1,VIC COUNTRY
3218,MANIFOLD HEIGHTS,VIC,V1,VIC COUNTRY
3218,MURGHEBOLUC,VIC,V1,VIC COUNTRY
3218,STONEHAVEN,VIC,V1,VIC COUNTRY
3219,BREAKWATER,VIC,V1,VIC COUNTRY
3219,EAST GEELONG,VIC,V1,VIC COUNTRY
3219,NEWCOMB,VIC,V1,VIC COUNTRY
3219,ST ALBANS PARK,VIC,V1,VIC COUNTRY
3219,THOMSON,VIC,V1,VIC COUNTRY
3219,WHITTINGTON,VIC,V1,VIC COUNTRY
3220,BAREENA,VIC,V1,VIC COUNTRY
3220,GEELONG,VIC,V1,VIC COUNTRY
3220,NEWTOWN,VIC,V1,VIC COUNTRY
3220,SOUTH GEELONG,VIC,V1,VIC COUNTRY
3221,BARRABOOL,VIC,V2,VIC FAR COUNTRY
3221,CERES,VIC,V2,VIC FAR COUNTRY
3221,GNARWARRE,VIC,V2,VIC FAR COUNTRY
